RefID,Author(s),Experiment Number,CONTROL,Pollutant,Response type,Exposure Level/ Description,Exposure Frequency,Exposure Duration/ Timepoint,Species,Coral age class,Community study?,Current genus name,Current species name,Colony form,Other forms/morphologies,Coral surface direction,Ocean,Ecoregion number,Study location,Study site,Study type,Flow characteristics,Light characteristics,Other sample characteristics,Pollutant Class,Pollutant,Stressor description,Application level (amount),Application level (amount) UoM,level converted to ug/L,Application level (amount) average type,N for computing average,N UoM,lower error estimate,upper error estimate,level error type,exposure duration in days,recovery duration in days,frequency,notes,RESPONSE: Abnormal larval development,RESPONSE: bleaching,RESPONSE: carotenoid concentration,RESPONSE: chl-a concentration,RESPONSE: chl-c concentration,RESPONSE: colony mortality,RESPONSE: ETR max,RESPONSE: fertilization success,RESPONSE: gross photosynthetic rate,RESPONSE: growth rate,RESPONSE: larval mortality,RESPONSE: larval settlement,RESPONSE: larval swimming activity,RESPONSE: larval swimming distance,RESPONSE: larval swimming recovery,RESPONSE: effective quantum yield - delta F/Fm',RESPONSE: maximum quantum yield - Fv/Fm,RESPONSE: P/R ratio,RESPONSE: primary production,RESPONSE: protein concentration,RESPONSE: recruit survival,RESPONSE: respiration,RESPONSE: symbiont density,Expected response direction,Response type,Standardized response level,Standardized SE,Standardized SD,Standardized unit of measurement,Response level,Unit of measurement,Average type,N for computing average,N Unit of measurement,"Lower error bound, if taken from Figure","Upper error bound, if taken from Figure",Lower error estimate (= response level - lower error bound),Upper error estimate (= upper error bound - response level),Error type,"Time to response, numeric","Time to response, UoM","Duration of response, numeric","Duration of response, UoM",Source of data,BINARY: reduced chl,BINARY: Hydrostatic inflation,BINARY: Tentacular activity,BINARY: Increased mucus,BINARY: Congealed sediment,BINARY: Shift from auto to heterotrophy,BINARY: Reduced P/R,BINARY: Reduced photosynthetic efficiency,BINARY: Reduced growth rate,BINARY: Reduced fertilization success,BINARY: Reduced larval survival (pre-settlement),BINARY: Limited settlement,BINARY: Reduced recruit survival (post-settlement),BINARY: Reduced larval swimming activity,BINARY: Local bleaching,BINARY: Algal overgrowth,BINARY: Smothering,BINARY: Small necroses,BINARY: Large necroses,BINARY: Death of colonies,BINARY: decreased symbiont density,Non-adverse effect reported?,Adverse effect reported?,Mortality reported?,Effect of sediment on coral?,Non-adverse effect of sediment?,Adverse effect of sediment?,Sediment-induced mortality?,Data extractor initials,Date of completion,Additional notes on study
Carbaryl-02,Markey et al. 2007,10,0,Chlorpyrifos oxon,Larval settlement,CO 300 ug/L 6 day,One-time application,18 hours,Acropora millepora,larva,0,Acropora,millepora,branching,corymbose cushions,n/a,Pacific,74,"High Island, central Great Barrier Reef, Australia (17° 09.60’ S, 146° 00.34’ E)",laboratory,manipulative,n/r,120 μmol quanta m^–2 s^–1,"27 degrees C, 6 day old larvae",Pesticide,Chlorpyrifos oxon,Chlorpyrifos oxon from Dow AgroSciences,300,ug/L,300,n/a,n/a,n/r,n/a,n/a,n/a,0.75,0,once,Nominal values,,,,,,,,,,,,1,,,,,,,,,,,,decrease,Larval settlement,0.42553191,1.4893617,3.648176207,% larvae settled,0.42553191,% larvae settled,mean,6,6 replicates with 15 larvae,-0.8510638,2.12765957,1.27659574,1.70212766,s.e.,n/a,n/a,n/a,n/a,Figure 2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,EEC,44046,"Thorough study looking at the effects of seven herbicides on egg, larval, and adult Acropora millepora - fertilization, settlement, various adult measures. Some only reported as binary (is or is not significant)."
Carbaryl-02,Markey et al. 2007,11,1,Endosulfan,Larval settlement,Control 6 day larvae,One-time application,18 hours,Acropora millepora,larva,0,Acropora,millepora,branching,corymbose cushions,n/a,Pacific,74,"High Island, central Great Barrier Reef, Australia (17° 09.60’ S, 146° 00.34’ E)",laboratory,manipulative,n/r,120 μmol quanta m^–2 s^–1,"27 degrees C, 6 day old larvae",Pesticide,Endosulfan,Filtered seawater,0,ug/L,0,n/a,n/a,n/r,n/a,n/a,n/a,0.75,0,once,Nominal values,,,,,,,,,,,,1,,,,,,,,,,,,decrease,Larval settlement,77.8,0.2,0.4898979486,% larvae settled,77.8,% larvae settled,mean,6,6 replicates with 15 larvae,n/a,n/a,n/a,0.2,s.e.,n/a,n/a,n/a,n/a,Results text,,,,,,,,,,,,0,,,,,,,,,,0,1,0,0,NA,0,NA,EEC,44046,"Thorough study looking at the effects of seven herbicides on egg, larval, and adult Acropora millepora - fertilization, settlement, various adult measures. Some only reported as binary (is or is not significant)."
Carbaryl-02,Markey et al. 2007,11,0,Endosulfan,Larval settlement,Endosulfan 30 ug/L 6 day,One-time application,18 hours,Acropora millepora,larva,0,Acropora,millepora,branching,corymbose cushions,n/a,Pacific,74,"High Island, central Great Barrier Reef, Australia (17° 09.60’ S, 146° 00.34’ E)",laboratory,manipulative,n/r,120 μmol quanta m^–2 s^–1,"27 degrees C, 6 day old larvae",Pesticide,Endosulfan,"Endosulfan from Sigma-Aldrich, with 0.1% acetone",30,ug/L,30,n/a,n/a,n/r,n/a,n/a,n/a,0.75,0,once,Nominal values,,,,,,,,,,,,1,,,,,,,,,,,,decrease,Larval settlement,0,0,0,% larvae settled,0,% larvae settled,mean,6,6 replicates with 15 larvae,0,0,0,0,s.e.,n/a,n/a,n/a,n/a,Figure 2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,EEC,44046,"Thorough study looking at the effects of seven herbicides on egg, larval, and adult Acropora millepora - fertilization, settlement, various adult measures. Some only reported as binary (is or is not significant)."
Carbaryl-02,Markey et al. 2007,11,0,Endosulfan,Larval settlement,Endosulfan 100 ug/L 6 day,One-time application,18 hours,Acropora millepora,larva,0,Acropora,millepora,branching,corymbose cushions,n/a,Pacific,74,"High Island, central Great Barrier Reef, Australia (17° 09.60’ S, 146° 00.34’ E)",laboratory,manipulative,n/r,120 μmol quanta m^–2 s^–1,"27 degrees C, 6 day old larvae",Pesticide,Endosulfan,"Endosulfan from Sigma-Aldrich, with 0.1% acetone",100,ug/L,100,n/a,n/a,n/r,n/a,n/a,n/a,0.75,0,once,Nominal values,,,,,,,,,,,,1,,,,,,,,,,,,decrease,Larval settlement,0,0,0,% larvae settled,0,% larvae settled,mean,6,6 replicates with 15 larvae,0,0,0,0,s.e.,n/a,n/a,n/a,n/a,Figure 2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,EEC,44046,"Thorough study looking at the effects of seven herbicides on egg, larval, and adult Acropora millepora - fertilization, settlement, various adult measures. Some only reported as binary (is or is not significant)."
Carbaryl-02,Markey et al. 2007,11,0,Endosulfan,Larval settlement,Endosulfan 300 ug/L 6 day,One-time application,18 hours,Acropora millepora,larva,0,Acropora,millepora,branching,corymbose cushions,n/a,Pacific,74,"High Island, central Great Barrier Reef, Australia (17° 09.60’ S, 146° 00.34’ E)",laboratory,manipulative,n/r,120 μmol quanta m^–2 s^–1,"27 degrees C, 6 day old larvae",Pesticide,Endosulfan,"Endosulfan from Sigma-Aldrich, with 0.1% acetone",300,ug/L,300,n/a,n/a,n/r,n/a,n/a,n/a,0.75,0,once,Nominal values,,,,,,,,,,,,1,,,,,,,,,,,,decrease,Larval settlement,0,0,0,% larvae settled,0,% larvae settled,mean,6,6 replicates with 15 larvae,0,0,0,0,s.e.,n/a,n/a,n/a,n/a,Figure 2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,EEC,44046,"Thorough study looking at the effects of seven herbicides on egg, larval, and adult Acropora millepora - fertilization, settlement, various adult measures. Some only reported as binary (is or is not significant)."
Carbaryl-02,Markey et al. 2007,12,1,MEMC,Larval settlement,Control 6 day larvae,One-time application,18 hours,Acropora millepora,larva,0,Acropora,millepora,branching,corymbose cushions,n/a,Pacific,74,"High Island, central Great Barrier Reef, Australia (17° 09.60’ S, 146° 00.34’ E)",laboratory,manipulative,n/r,120 μmol quanta m^–2 s^–1,"27 degrees C, 6 day old larvae",Pesticide,MEMC,Filtered seawater,0,ug/L,0,n/a,n/a,n/r,n/a,n/a,n/a,0.75,0,once,Nominal values,,,,,,,,,,,,1,,,,,,,,,,,,decrease,Larval settlement,77.8,0.2,0.4898979486,% larvae settled,77.8,% larvae settled,mean,6,6 replicates with 15 larvae,n/a,n/a,n/a,0.2,s.e.,n/a,n/a,n/a,n/a,Results text,,,,,,,,,,,,0,,,,,,,,,,0,1,0,0,NA,0,NA,EEC,44046,"Thorough study looking at the effects of seven herbicides on egg, larval, and adult Acropora millepora - fertilization, settlement, various adult measures. Some only reported as binary (is or is not significant)."
Carbaryl-02,Markey et al. 2007,12,0,MEMC,Larval settlement,MEMC 30 ug/L 6 day,One-time application,18 hours,Acropora millepora,larva,0,Acropora,millepora,branching,corymbose cushions,n/a,Pacific,74,"High Island, central Great Barrier Reef, Australia (17° 09.60’ S, 146° 00.34’ E)",laboratory,manipulative,n/r,120 μmol quanta m^–2 s^–1,"27 degrees C, 6 day old larvae",Pesticide,MEMC,MEMC from Sigma-Aldrich,30,ug/L,30,n/a,n/a,n/r,n/a,n/a,n/a,0.75,0,once,Nominal values,,,,,,,,,,,,1,,,,,,,,,,,,decrease,Larval settlement,0,0,0,% larvae settled,0,% larvae settled,mean,6,6 replicates with 15 larvae,0,0,0,0,s.e.,n/a,n/a,n/a,n/a,Figure 2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,EEC,44046,"Thorough study looking at the effects of seven herbicides on egg, larval, and adult Acropora millepora - fertilization, settlement, various adult measures. Some only reported as binary (is or is not significant)."
Carbaryl-02,Markey et al. 2007,12,0,MEMC,Larval settlement,MEMC 100 ug/L 6 day,One-time application,18 hours,Acropora millepora,larva,0,Acropora,millepora,branching,corymbose cushions,n/a,Pacific,74,"High Island, central Great Barrier Reef, Australia (17° 09.60’ S, 146° 00.34’ E)",laboratory,manipulative,n/r,120 μmol quanta m^–2 s^–1,"27 degrees C, 6 day old larvae",Pesticide,MEMC,MEMC from Sigma-Aldrich,100,ug/L,100,n/a,n/a,n/r,n/a,n/a,n/a,0.75,0,once,Nominal values,,,,,,,,,,,,1,,,,,,,,,,,,decrease,Larval settlement,0,0,0,% larvae settled,0,% larvae settled,mean,6,6 replicates with 15 larvae,0,0,0,0,s.e.,n/a,n/a,n/a,n/a,Figure 2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,EEC,44046,"Thorough study looking at the effects of seven herbicides on egg, larval, and adult Acropora millepora - fertilization, settlement, various adult measures. Some only reported as binary (is or is not significant)."
Carbaryl-02,Markey et al. 2007,12,0,MEMC,Larval settlement,MEMC 300 ug/L 6 day,One-time application,18 hours,Acropora millepora,larva,0,Acropora,millepora,branching,corymbose cushions,n/a,Pacific,74,"High Island, central Great Barrier Reef, Australia (17° 09.60’ S, 146° 00.34’ E)",laboratory,manipulative,n/r,120 μmol quanta m^–2 s^–1,"27 degrees C, 6 day old larvae",Pesticide,MEMC,MEMC from Sigma-Aldrich,300,ug/L,300,n/a,n/a,n/r,n/a,n/a,n/a,0.75,0,once,Nominal values,,,,,,,,,,,,1,,,,,,,,,,,,decrease,Larval settlement,0,0,0,% larvae settled,0,% larvae settled,mean,6,6 replicates with 15 larvae,0,0,0,0,s.e.,n/a,n/a,n/a,n/a,Figure 2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,EEC,44046,"Thorough study looking at the effects of seven herbicides on egg, larval, and adult Acropora millepora - fertilization, settlement, various adult measures. Some only reported as binary (is or is not significant)."
Carbaryl-02,Markey et al. 2007,13,1,Permethrin,Larval settlement,Control 6 day larvae,One-time application,18 hours,Acropora millepora,larva,0,Acropora,millepora,branching,corymbose cushions,n/a,Pacific,74,"High Island, central Great Barrier Reef, Australia (17° 09.60’ S, 146° 00.34’ E)",laboratory,manipulative,n/r,120 μmol quanta m^–2 s^–1,"27 degrees C, 6 day old larvae",Pesticide,Permethrin,Filtered seawater,0,ug/L,0,n/a,n/a,n/r,n/a,n/a,n/a,0.75,0,once,Nominal values,,,,,,,,,,,,1,,,,,,,,,,,,decrease,Larval settlement,77.8,0.2,0.4898979486,% larvae settled,77.8,% larvae settled,mean,6,6 replicates with 15 larvae,n/a,n/a,n/a,0.2,s.e.,n/a,n/a,n/a,n/a,Results text,,,,,,,,,,,,0,,,,,,,,,,0,1,0,0,NA,0,NA,EEC,44046,"Thorough study looking at the effects of seven herbicides on egg, larval, and adult Acropora millepora - fertilization, settlement, various adult measures. Some only reported as binary (is or is not significant)."
Carbaryl-02,Markey et al. 2007,13,0,Permethrin,Larval settlement,Permethrin 30 ug/L 6 day,One-time application,18 hours,Acropora millepora,larva,0,Acropora,millepora,branching,corymbose cushions,n/a,Pacific,74,"High Island, central Great Barrier Reef, Australia (17° 09.60’ S, 146° 00.34’ E)",laboratory,manipulative,n/r,120 μmol quanta m^–2 s^–1,"27 degrees C, 6 day old larvae",Pesticide,Permethrin,"Permethrin from Sigma-Aldrich, with 0.1% acetone",30,ug/L,30,n/a,n/a,n/r,n/a,n/a,n/a,0.75,0,once,Nominal values,,,,,,,,,,,,1,,,,,,,,,,,,decrease,Larval settlement,6.63101604,2.13903743,5.239550244,% larvae settled,6.63101604,% larvae settled,mean,6,6 replicates with 15 larvae,4.49197861,8.77005348,2.13903743,2.13903743,s.e.,n/a,n/a,n/a,n/a,Figure 2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,EEC,44046,"Thorough study looking at the effects of seven herbicides on egg, larval, and adult Acropora millepora - fertilization, settlement, various adult measures. Some only reported as binary (is or is not significant)."
Carbaryl-02,Markey et al. 2007,13,0,Permethrin,Larval settlement,Permethrin 100 ug/L 6 day,One-time application,18 hours,Acropora millepora,larva,0,Acropora,millepora,branching,corymbose cushions,n/a,Pacific,74,"High Island, central Great Barrier Reef, Australia (17° 09.60’ S, 146° 00.34’ E)",laboratory,manipulative,n/r,120 μmol quanta m^–2 s^–1,"27 degrees C, 6 day old larvae",Pesticide,Permethrin,"Permethrin from Sigma-Aldrich, with 0.1% acetone",100,ug/L,100,n/a,n/a,n/r,n/a,n/a,n/a,0.75,0,once,Nominal values,,,,,,,,,,,,1,,,,,,,,,,,,decrease,Larval settlement,0,0,0,% larvae settled,0,% larvae settled,mean,6,6 replicates with 15 larvae,0,0,0,0,s.e.,n/a,n/a,n/a,n/a,Figure 2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,EEC,44046,"Thorough study looking at the effects of seven herbicides on egg, larval, and adult Acropora millepora - fertilization, settlement, various adult measures. Some only reported as binary (is or is not significant)."
Carbaryl-02,Markey et al. 2007,13,0,Permethrin,Larval settlement,Permethrin 300 ug/L 6 day,One-time application,18 hours,Acropora millepora,larva,0,Acropora,millepora,branching,corymbose cushions,n/a,Pacific,74,"High Island, central Great Barrier Reef, Australia (17° 09.60’ S, 146° 00.34’ E)",laboratory,manipulative,n/r,120 μmol quanta m^–2 s^–1,"27 degrees C, 6 day old larvae",Pesticide,Permethrin,"Permethrin from Sigma-Aldrich, with 0.1% acetone",300,ug/L,300,n/a,n/a,n/r,n/a,n/a,n/a,0.75,0,once,Nominal values,,,,,,,,,,,,1,,,,,,,,,,,,decrease,Larval settlement,0,0,0,% larvae settled,0,% larvae settled,mean,6,6 replicates with 15 larvae,0,0,0,0,s.e.,n/a,n/a,n/a,n/a,Figure 2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,EEC,44046,"Thorough study looking at the effects of seven herbicides on egg, larval, and adult Acropora millepora - fertilization, settlement, various adult measures. Some only reported as binary (is or is not significant)."
Carbaryl-02,Markey et al. 2007,14,1,Profenofos,Larval settlement,Control 6 day larvae,One-time application,18 hours,Acropora millepora,larva,0,Acropora,millepora,branching,corymbose cushions,n/a,Pacific,74,"High Island, central Great Barrier Reef, Australia (17° 09.60’ S, 146° 00.34’ E)",laboratory,manipulative,n/r,120 μmol quanta m^–2 s^–1,"27 degrees C, 6 day old larvae",Pesticide,Profenofos,Filtered seawater,0,ug/L,0,n/a,n/a,n/r,n/a,n/a,n/a,0.75,0,once,Nominal values,,,,,,,,,,,,1,,,,,,,,,,,,decrease,Larval settlement,77.8,0.2,0.4898979486,% larvae settled,77.8,% larvae settled,mean,6,6 replicates with 15 larvae,n/a,n/a,n/a,0.2,s.e.,n/a,n/a,n/a,n/a,Results text,,,,,,,,,,,,0,,,,,,,,,,0,1,0,0,NA,0,NA,EEC,44046,"Thorough study looking at the effects of seven herbicides on egg, larval, and adult Acropora millepora - fertilization, settlement, various adult measures. Some only reported as binary (is or is not significant)."
Carbaryl-02,Markey et al. 2007,14,0,Profenofos,Larval settlement,Profenofos 30 ug/L 6 day,One-time application,18 hours,Acropora millepora,larva,0,Acropora,millepora,branching,corymbose cushions,n/a,Pacific,74,"High Island, central Great Barrier Reef, Australia (17° 09.60’ S, 146° 00.34’ E)",laboratory,manipulative,n/r,120 μmol quanta m^–2 s^–1,"27 degrees C, 6 day old larvae",Pesticide,Profenofos,"Profenofos from Sigma-Aldrich, with 0.1% acetone",30,ug/L,30,n/a,n/a,n/r,n/a,n/a,n/a,0.75,0,once,Nominal values,,,,,,,,,,,,1,,,,,,,,,,,,decrease,Larval settlement,0,0,0,% larvae settled,0,% larvae settled,mean,6,6 replicates with 15 larvae,0,0,0,0,s.e.,n/a,n/a,n/a,n/a,Figure 2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,EEC,44046,"Thorough study looking at the effects of seven herbicides on egg, larval, and adult Acropora millepora - fertilization, settlement, various adult measures. Some only reported as binary (is or is not significant)."
Carbaryl-02,Markey et al. 2007,14,0,Profenofos,Larval settlement,Profenofos 100 ug/L 6 day,One-time application,18 hours,Acropora millepora,larva,0,Acropora,millepora,branching,corymbose cushions,n/a,Pacific,74,"High Island, central Great Barrier Reef, Australia (17° 09.60’ S, 146° 00.34’ E)",laboratory,manipulative,n/r,120 μmol quanta m^–2 s^–1,"27 degrees C, 6 day old larvae",Pesticide,Profenofos,"Profenofos from Sigma-Aldrich, with 0.1% acetone",100,ug/L,100,n/a,n/a,n/r,n/a,n/a,n/a,0.75,0,once,Nominal values,,,,,,,,,,,,1,,,,,,,,,,,,decrease,Larval settlement,0,0,0,% larvae settled,0,% larvae settled,mean,6,6 replicates with 15 larvae,0,0,0,0,s.e.,n/a,n/a,n/a,n/a,Figure 2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,EEC,44046,"Thorough study looking at the effects of seven herbicides on egg, larval, and adult Acropora millepora - fertilization, settlement, various adult measures. Some only reported as binary (is or is not significant)."
Carbaryl-02,Markey et al. 2007,14,0,Profenofos,Larval settlement,Profenofos 300 ug/L 6 day,One-time application,18 hours,Acropora millepora,larva,0,Acropora,millepora,branching,corymbose cushions,n/a,Pacific,74,"High Island, central Great Barrier Reef, Australia (17° 09.60’ S, 146° 00.34’ E)",laboratory,manipulative,n/r,120 μmol quanta m^–2 s^–1,"27 degrees C, 6 day old larvae",Pesticide,Profenofos,"Profenofos from Sigma-Aldrich, with 0.1% acetone",300,ug/L,300,n/a,n/a,n/r,n/a,n/a,n/a,0.75,0,once,Nominal values,,,,,,,,,,,,1,,,,,,,,,,,,decrease,Larval settlement,0,0,0,% larvae settled,0,% larvae settled,mean,6,6 replicates with 15 larvae,0,0,0,0,s.e.,n/a,n/a,n/a,n/a,Figure 2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,EEC,44046,"Thorough study looking at the effects of seven herbicides on egg, larval, and adult Acropora millepora - fertilization, settlement, various adult measures. Some only reported as binary (is or is not significant)."
Carbaryl-02,Markey et al. 2007,15,1,Carbaryl,Larval settlement,Control 7 day larvae,One-time application,18 hours,Acropora millepora,larva,0,Acropora,millepora,branching,corymbose cushions,n/a,Pacific,74,"High Island, central Great Barrier Reef, Australia (17° 09.60’ S, 146° 00.34’ E)",laboratory,manipulative,n/r,120 μmol quanta m^–2 s^–1,"27 degrees C, 7 day old larvae",Pesticide,Carbaryl,Filtered seawater,0,ug/L,0,n/a,n/a,n/r,n/a,n/a,n/a,0.75,0,once,Nominal values,,,,,,,,,,,,1,,,,,,,,,,,,decrease,Larval settlement,97.8,0.9,2.204540769,% larvae settled,97.8,% larvae settled,mean,6,6 replicates with 15 larvae,n/a,n/a,n/a,0.9,s.e.,n/a,n/a,n/a,n/a,Results text,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,EEC,44046,"Thorough study looking at the effects of seven herbicides on egg, larval, and adult Acropora millepora - fertilization, settlement, various adult measures. Some only reported as binary (is or is not significant)."
Carbaryl-02,Markey et al. 2007,15,0,Carbaryl,Larval settlement,Carbaryl 1 ug/L 7 day,One-time application,18 hours,Acropora millepora,larva,0,Acropora,millepora,branching,corymbose cushions,n/a,Pacific,74,"High Island, central Great Barrier Reef, Australia (17° 09.60’ S, 146° 00.34’ E)",laboratory,manipulative,n/r,120 μmol quanta m^–2 s^–1,"27 degrees C, 7 day old larvae",Pesticide,Carbaryl,Carbaryl from Sigma-Aldrich,1,ug/L,1,n/a,n/a,n/r,n/a,n/a,n/a,0.75,0,once,Nominal values,,,,,,,,,,,,1,,,,,,,,,,,,decrease,Larval settlement,91.0638298,4.25531915,10.42336061,% larvae settled,91.0638298,% larvae settled,mean,6,6 replicates with 15 larvae,86.8085106,95.3191489,4.25531915,4.25531915,s.e.,n/a,n/a,n/a,n/a,Figure 2,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,EEC,44046,"Thorough study looking at the effects of seven herbicides on egg, larval, and adult Acropora millepora - fertilization, settlement, various adult measures. Some only reported as binary (is or is not significant)."
Carbaryl-02,Markey et al. 2007,15,0,Carbaryl,Larval settlement,Carbaryl 3 ug/L 7 day,One-time application,18 hours,Acropora millepora,larva,0,Acropora,millepora,branching,corymbose cushions,n/a,Pacific,74,"High Island, central Great Barrier Reef, Australia (17° 09.60’ S, 146° 00.34’ E)",laboratory,manipulative,n/r,120 μmol quanta m^–2 s^–1,"27 degrees C, 7 day old larvae",Pesticide,Carbaryl,Carbaryl from Sigma-Aldrich,3,ug/L,3,n/a,n/a,n/r,n/a,n/a,n/a,0.75,0,once,Nominal values,,,,,,,,,,,,1,,,,,,,,,,,,decrease,Larval settlement,0,0,0,% larvae settled,0,% larvae settled,mean,6,6 replicates with 15 larvae,0,0,0,0,s.e.,n/a,n/a,n/a,n/a,Figure 2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,EEC,44046,"Thorough study looking at the effects of seven herbicides on egg, larval, and adult Acropora millepora - fertilization, settlement, various adult measures. Some only reported as binary (is or is not significant)."
Carbaryl-02,Markey et al. 2007,15,0,Carbaryl,Larval settlement,Carbaryl 10 ug/L 7 day,One-time application,18 hours,Acropora millepora,larva,0,Acropora,millepora,branching,corymbose cushions,n/a,Pacific,74,"High Island, central Great Barrier Reef, Australia (17° 09.60’ S, 146° 00.34’ E)",laboratory,manipulative,n/r,120 μmol quanta m^–2 s^–1,"27 degrees C, 7 day old larvae",Pesticide,Carbaryl,Carbaryl from Sigma-Aldrich,10,ug/L,10,n/a,n/a,n/r,n/a,n/a,n/a,0.75,0,once,Nominal values,,,,,,,,,,,,1,,,,,,,,,,,,decrease,Larval settlement,0,0,0,% larvae settled,0,% larvae settled,mean,6,6 replicates with 15 larvae,0,0,0,0,s.e.,n/a,n/a,n/a,n/a,Figure 2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,EEC,44046,"Thorough study looking at the effects of seven herbicides on egg, larval, and adult Acropora millepora - fertilization, settlement, various adult measures. Some only reported as binary (is or is not significant)."
Carbaryl-02,Markey et al. 2007,15,0,Carbaryl,Larval settlement,Carbaryl 30 ug/L 7 day,One-time application,18 hours,Acropora millepora,larva,0,Acropora,millepora,branching,corymbose cushions,n/a,Pacific,74,"High Island, central Great Barrier Reef, Australia (17° 09.60’ S, 146° 00.34’ E)",laboratory,manipulative,n/r,120 μmol quanta m^–2 s^–1,"27 degrees C, 7 day old larvae",Pesticide,Carbaryl,Carbaryl from Sigma-Aldrich,30,ug/L,30,n/a,n/a,n/r,n/a,n/a,n/a,0.75,0,once,Nominal values,,,,,,,,,,,,1,,,,,,,,,,,,decrease,Larval settlement,0,0,0,% larvae settled,0,% larvae settled,mean,6,6 replicates with 15 larvae,0,0,0,0,s.e.,n/a,n/a,n/a,n/a,Figure 2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,EEC,44046,"Thorough study looking at the effects of seven herbicides on egg, larval, and adult Acropora millepora - fertilization, settlement, various adult measures. Some only reported as binary (is or is not significant)."
Carbaryl-02,Markey et al. 2007,16,1,Chlorpyrifos,Larval settlement,Control 7 day larvae,One-time application,18 hours,Acropora millepora,larva,0,Acropora,millepora,branching,corymbose cushions,n/a,Pacific,74,"High Island, central Great Barrier Reef, Australia (17° 09.60’ S, 146° 00.34’ E)",laboratory,manipulative,n/r,120 μmol quanta m^–2 s^–1,"27 degrees C, 7 day old larvae",Pesticide,Chlorpyrifos,Filtered seawater,0,ug/L,0,n/a,n/a,n/r,n/a,n/a,n/a,0.75,0,once,Nominal values,,,,,,,,,,,,1,,,,,,,,,,,,decrease,Larval settlement,97.8,0.9,2.204540769,% larvae settled,97.8,% larvae settled,mean,6,6 replicates with 15 larvae,n/a,n/a,n/a,0.9,s.e.,n/a,n/a,n/a,n/a,Results text,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,EEC,44046,"Thorough study looking at the effects of seven herbicides on egg, larval, and adult Acropora millepora - fertilization, settlement, various adult measures. Some only reported as binary (is or is not significant)."
Carbaryl-02,Markey et al. 2007,16,0,Chlorpyrifos,Larval settlement,Chlorpyrifos 1 ug/L 7 day,One-time application,18 hours,Acropora millepora,larva,0,Acropora,millepora,branching,corymbose cushions,n/a,Pacific,74,"High Island, central Great Barrier Reef, Australia (17° 09.60’ S, 146° 00.34’ E)",laboratory,manipulative,n/r,120 μmol quanta m^–2 s^–1,"27 degrees C, 7 day old larvae",Pesticide,Chlorpyrifos,"Chlorpyrifos from Dow AgroSciences, with 0.1% acetone",1,ug/L,1,n/a,n/a,n/r,n/a,n/a,n/a,0.75,0,once,Nominal values,,,,,,,,,,,,1,,,,,,,,,,,,decrease,Larval settlement,19.5744681,13.6170213,33.354754,% larvae settled,19.5744681,% larvae settled,mean,6,6 replicates with 15 larvae,5.53191489,32.7659574,14.0425532,13.1914894,s.e.,n/a,n/a,n/a,n/a,Figure 2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,EEC,44046,"Thorough study looking at the effects of seven herbicides on egg, larval, and adult Acropora millepora - fertilization, settlement, various adult measures. Some only reported as binary (is or is not significant)."
Carbaryl-02,Markey et al. 2007,16,0,Chlorpyrifos,Larval settlement,Chlorpyrifos 3 ug/L 7 day,One-time application,18 hours,Acropora millepora,larva,0,Acropora,millepora,branching,corymbose cushions,n/a,Pacific,74,"High Island, central Great Barrier Reef, Australia (17° 09.60’ S, 146° 00.34’ E)",laboratory,manipulative,n/r,120 μmol quanta m^–2 s^–1,"27 degrees C, 7 day old larvae",Pesticide,Chlorpyrifos,"Chlorpyrifos from Dow AgroSciences, with 0.1% acetone",3,ug/L,3,n/a,n/a,n/r,n/a,n/a,n/a,0.75,0,once,Nominal values,,,,,,,,,,,,1,,,,,,,,,,,,decrease,Larval settlement,0,0,0,% larvae settled,0,% larvae settled,mean,6,6 replicates with 15 larvae,0,0,0,0,s.e.,n/a,n/a,n/a,n/a,Figure 2,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,EEC,44046,"Thorough study looking at the effects of seven herbicides on egg, larval, and adult Acropora millepora - fertilization, settlement, various adult measures. Some only reported as binary (is or is not significant)."
